Swapped_Condition	Swapped_Stimulus	Let-Alone	Sentence	Plain Verb	Noun	Pronoun	Modal
1	0	1	You weren't able to sing a beautiful song, let alone an ugly one. Singing an ugly song is <MASK> than singing a beautiful song.	sing	song	You	weren't able to
1	1	1	You weren't able to sing a beautiful song, let alone an ugly one. Singing a beautiful song is <MASK> than singing an ugly song.	sing	song	You	weren't able to
0	0	0	You weren't able to sing an ugly song, or a beautiful one. Singing an ugly song is <MASK> than singing a beautiful song.	sing	song	You	weren't able to
0	1	0	You weren't able to sing an ugly song, or a beautiful one. Singing a beautiful song is <MASK> than singing an ugly song.	sing	song	You	weren't able to
1	0	0	You weren't able to sing a beautiful song, or an ugly one. Singing an ugly song is <MASK> than singing a beautiful song.	sing	song	You	weren't able to
1	1	0	You weren't able to sing a beautiful song, or an ugly one. Singing a beautiful song is <MASK> than singing an ugly song.	sing	song	You	weren't able to
0	0	1	We weren't able to sing an ugly song, let alone a beautiful one. Singing an ugly song is <MASK> than singing a beautiful song.	sing	song	We	weren't able to
0	1	1	We weren't able to sing an ugly song, let alone a beautiful one. Singing a beautiful song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
1	0	1	We weren't able to sing a beautiful song, let alone an ugly one. Singing an ugly song is <MASK> than singing a beautiful song.	sing	song	We	weren't able to
1	1	1	We weren't able to sing a beautiful song, let alone an ugly one. Singing a beautiful song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
0	0	0	We weren't able to sing an ugly song, or a beautiful one. Singing an ugly song is <MASK> than singing a beautiful song.	sing	song	We	weren't able to
0	1	0	We weren't able to sing an ugly song, or a beautiful one. Singing a beautiful song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
1	0	0	We weren't able to sing a beautiful song, or an ugly one. Singing an ugly song is <MASK> than singing a beautiful song.	sing	song	We	weren't able to
1	1	0	We weren't able to sing a beautiful song, or an ugly one. Singing a beautiful song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
0	0	1	They weren't able to sing an ugly song, let alone a beautiful one. Singing an ugly song is <MASK> than singing a beautiful song.	sing	song	They	weren't able to
0	1	1	They weren't able to sing an ugly song, let alone a beautiful one. Singing a beautiful song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
1	0	1	They weren't able to sing a beautiful song, let alone an ugly one. Singing an ugly song is <MASK> than singing a beautiful song.	sing	song	They	weren't able to
1	1	1	They weren't able to sing a beautiful song, let alone an ugly one. Singing a beautiful song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
0	0	0	They weren't able to sing an ugly song, or a beautiful one. Singing an ugly song is <MASK> than singing a beautiful song.	sing	song	They	weren't able to
0	1	0	They weren't able to sing an ugly song, or a beautiful one. Singing a beautiful song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
1	0	0	They weren't able to sing a beautiful song, or an ugly one. Singing an ugly song is <MASK> than singing a beautiful song.	sing	song	They	weren't able to
1	1	0	They weren't able to sing a beautiful song, or an ugly one. Singing a beautiful song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
0	0	1	You couldn't sing an ugly song, let alone a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	couldn't
0	1	1	You couldn't sing an ugly song, let alone a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	couldn't
1	0	1	You couldn't sing a pretty song, let alone an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	couldn't
1	1	1	You couldn't sing a pretty song, let alone an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	couldn't
0	0	0	You couldn't sing an ugly song, or a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	couldn't
0	1	0	You couldn't sing an ugly song, or a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	couldn't
1	0	0	You couldn't sing a pretty song, or an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	couldn't
1	1	0	You couldn't sing a pretty song, or an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	couldn't
0	0	1	We couldn't sing an ugly song, let alone a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	couldn't
0	1	1	We couldn't sing an ugly song, let alone a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	couldn't
1	0	1	We couldn't sing a pretty song, let alone an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	couldn't
1	1	1	We couldn't sing a pretty song, let alone an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	couldn't
0	0	0	We couldn't sing an ugly song, or a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	couldn't
0	1	0	We couldn't sing an ugly song, or a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	couldn't
1	0	0	We couldn't sing a pretty song, or an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	couldn't
1	1	0	We couldn't sing a pretty song, or an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	couldn't
0	0	1	They couldn't sing an ugly song, let alone a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	couldn't
0	1	1	They couldn't sing an ugly song, let alone a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	couldn't
1	0	1	They couldn't sing a pretty song, let alone an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	couldn't
1	1	1	They couldn't sing a pretty song, let alone an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	couldn't
0	0	0	They couldn't sing an ugly song, or a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	couldn't
0	1	0	They couldn't sing an ugly song, or a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	couldn't
1	0	0	They couldn't sing a pretty song, or an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	couldn't
1	1	0	They couldn't sing a pretty song, or an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	couldn't
0	0	1	You can't sing an ugly song, let alone a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	can't
0	1	1	You can't sing an ugly song, let alone a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	can't
1	0	1	You can't sing a pretty song, let alone an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	can't
1	1	1	You can't sing a pretty song, let alone an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	can't
0	0	0	You can't sing an ugly song, or a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	can't
0	1	0	You can't sing an ugly song, or a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	can't
1	0	0	You can't sing a pretty song, or an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	can't
1	1	0	You can't sing a pretty song, or an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	can't
0	0	1	We can't sing an ugly song, let alone a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	can't
0	1	1	We can't sing an ugly song, let alone a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	can't
1	0	1	We can't sing a pretty song, let alone an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	can't
1	1	1	We can't sing a pretty song, let alone an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	can't
0	0	0	We can't sing an ugly song, or a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	can't
0	1	0	We can't sing an ugly song, or a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	can't
1	0	0	We can't sing a pretty song, or an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	can't
1	1	0	We can't sing a pretty song, or an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	can't
0	0	1	They can't sing an ugly song, let alone a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	can't
0	1	1	They can't sing an ugly song, let alone a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	can't
1	0	1	They can't sing a pretty song, let alone an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	can't
1	1	1	They can't sing a pretty song, let alone an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	can't
0	0	0	They can't sing an ugly song, or a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	can't
0	1	0	They can't sing an ugly song, or a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	can't
1	0	0	They can't sing a pretty song, or an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	can't
1	1	0	They can't sing a pretty song, or an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	can't
0	0	1	You weren't able to sing an ugly song, let alone a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	weren't able to
0	1	1	You weren't able to sing an ugly song, let alone a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	weren't able to
1	0	1	You weren't able to sing a pretty song, let alone an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	weren't able to
1	1	1	You weren't able to sing a pretty song, let alone an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	weren't able to
0	0	0	You weren't able to sing an ugly song, or a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	weren't able to
0	1	0	You weren't able to sing an ugly song, or a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	weren't able to
1	0	0	You weren't able to sing a pretty song, or an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	You	weren't able to
1	1	0	You weren't able to sing a pretty song, or an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	You	weren't able to
0	0	1	We weren't able to sing an ugly song, let alone a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	weren't able to
0	1	1	We weren't able to sing an ugly song, let alone a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
1	0	1	We weren't able to sing a pretty song, let alone an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	weren't able to
1	1	1	We weren't able to sing a pretty song, let alone an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
0	0	0	We weren't able to sing an ugly song, or a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	weren't able to
0	1	0	We weren't able to sing an ugly song, or a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
1	0	0	We weren't able to sing a pretty song, or an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	We	weren't able to
1	1	0	We weren't able to sing a pretty song, or an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
0	0	1	They weren't able to sing an ugly song, let alone a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	weren't able to
0	1	1	They weren't able to sing an ugly song, let alone a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
1	0	1	They weren't able to sing a pretty song, let alone an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	weren't able to
1	1	1	They weren't able to sing a pretty song, let alone an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
0	0	0	They weren't able to sing an ugly song, or a pretty one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	weren't able to
0	1	0	They weren't able to sing an ugly song, or a pretty one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
1	0	0	They weren't able to sing a pretty song, or an ugly one. Singing an ugly song is <MASK> than singing a pretty song.	sing	song	They	weren't able to
1	1	0	They weren't able to sing a pretty song, or an ugly one. Singing a pretty song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
0	0	1	You couldn't sing an ugly song, let alone a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	couldn't
0	1	1	You couldn't sing an ugly song, let alone a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	couldn't
1	0	1	You couldn't sing a georgeous song, let alone an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	couldn't
1	1	1	You couldn't sing a georgeous song, let alone an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	couldn't
0	0	0	You couldn't sing an ugly song, or a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	couldn't
0	1	0	You couldn't sing an ugly song, or a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	couldn't
1	0	0	You couldn't sing a georgeous song, or an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	couldn't
1	1	0	You couldn't sing a georgeous song, or an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	couldn't
0	0	1	We couldn't sing an ugly song, let alone a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	couldn't
0	1	1	We couldn't sing an ugly song, let alone a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	couldn't
1	0	1	We couldn't sing a georgeous song, let alone an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	couldn't
1	1	1	We couldn't sing a georgeous song, let alone an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	couldn't
0	0	0	We couldn't sing an ugly song, or a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	couldn't
0	1	0	We couldn't sing an ugly song, or a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	couldn't
1	0	0	We couldn't sing a georgeous song, or an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	couldn't
1	1	0	We couldn't sing a georgeous song, or an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	couldn't
0	0	1	They couldn't sing an ugly song, let alone a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	couldn't
0	1	1	They couldn't sing an ugly song, let alone a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	couldn't
1	0	1	They couldn't sing a georgeous song, let alone an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	couldn't
1	1	1	They couldn't sing a georgeous song, let alone an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	couldn't
0	0	0	They couldn't sing an ugly song, or a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	couldn't
0	1	0	They couldn't sing an ugly song, or a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	couldn't
1	0	0	They couldn't sing a georgeous song, or an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	couldn't
1	1	0	They couldn't sing a georgeous song, or an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	couldn't
0	0	1	You can't sing an ugly song, let alone a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	can't
0	1	1	You can't sing an ugly song, let alone a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	can't
1	0	1	You can't sing a georgeous song, let alone an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	can't
1	1	1	You can't sing a georgeous song, let alone an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	can't
0	0	0	You can't sing an ugly song, or a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	can't
0	1	0	You can't sing an ugly song, or a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	can't
1	0	0	You can't sing a georgeous song, or an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	can't
1	1	0	You can't sing a georgeous song, or an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	can't
0	0	1	We can't sing an ugly song, let alone a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	can't
0	1	1	We can't sing an ugly song, let alone a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	can't
1	0	1	We can't sing a georgeous song, let alone an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	can't
1	1	1	We can't sing a georgeous song, let alone an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	can't
0	0	0	We can't sing an ugly song, or a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	can't
0	1	0	We can't sing an ugly song, or a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	can't
1	0	0	We can't sing a georgeous song, or an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	can't
1	1	0	We can't sing a georgeous song, or an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	can't
0	0	1	They can't sing an ugly song, let alone a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	can't
0	1	1	They can't sing an ugly song, let alone a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	can't
1	0	1	They can't sing a georgeous song, let alone an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	can't
1	1	1	They can't sing a georgeous song, let alone an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	can't
0	0	0	They can't sing an ugly song, or a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	can't
0	1	0	They can't sing an ugly song, or a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	can't
1	0	0	They can't sing a georgeous song, or an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	can't
1	1	0	They can't sing a georgeous song, or an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	can't
0	0	1	You weren't able to sing an ugly song, let alone a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	weren't able to
0	1	1	You weren't able to sing an ugly song, let alone a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	weren't able to
1	0	1	You weren't able to sing a georgeous song, let alone an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	weren't able to
1	1	1	You weren't able to sing a georgeous song, let alone an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	weren't able to
0	0	0	You weren't able to sing an ugly song, or a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	weren't able to
0	1	0	You weren't able to sing an ugly song, or a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	weren't able to
1	0	0	You weren't able to sing a georgeous song, or an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	You	weren't able to
1	1	0	You weren't able to sing a georgeous song, or an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	You	weren't able to
0	0	1	We weren't able to sing an ugly song, let alone a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	weren't able to
0	1	1	We weren't able to sing an ugly song, let alone a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
1	0	1	We weren't able to sing a georgeous song, let alone an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	weren't able to
1	1	1	We weren't able to sing a georgeous song, let alone an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
0	0	0	We weren't able to sing an ugly song, or a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	weren't able to
0	1	0	We weren't able to sing an ugly song, or a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
1	0	0	We weren't able to sing a georgeous song, or an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	We	weren't able to
1	1	0	We weren't able to sing a georgeous song, or an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	We	weren't able to
0	0	1	They weren't able to sing an ugly song, let alone a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	weren't able to
0	1	1	They weren't able to sing an ugly song, let alone a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
1	0	1	They weren't able to sing a georgeous song, let alone an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	weren't able to
1	1	1	They weren't able to sing a georgeous song, let alone an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
0	0	0	They weren't able to sing an ugly song, or a georgeous one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	weren't able to
0	1	0	They weren't able to sing an ugly song, or a georgeous one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
1	0	0	They weren't able to sing a georgeous song, or an ugly one. Singing an ugly song is <MASK> than singing a georgeous song.	sing	song	They	weren't able to
1	1	0	They weren't able to sing a georgeous song, or an ugly one. Singing a georgeous song is <MASK> than singing an ugly song.	sing	song	They	weren't able to
0	0	1	You couldn't sing a hideous song, let alone a beautiful one. Singing a hideous song is <MASK> than singing a beautiful song.	sing	song	You	couldn't
0	1	1	You couldn't sing a hideous song, let alone a beautiful one. Singing a beautiful song is <MASK> than singing a hideous song.	sing	song	You	couldn't
